ID	text	emotion
322118	Мені здається, що це може стати хітом. Ха-ха, мені сподобалося.	love
291824	Я відчуваю, що вирішив/вирішила жити життями любові та дива.	joy
356378	Я присягаю основною метою цього веб-сайту є те, щоб люди почували себе жахливо.	sadness
315384	Я не просив цього, нічого не робив, щоб цього сталося, але я чомусь відчуваю, ніби мене покарають за щось, над чим я не мав жодного контролю.	sadness
49243	Я кожен день трохи покращуюся, але відчуваю наслідки цього застудження.	anger
351907	Я маю відчуття, що все ще буде спеціально весело та дуже нами.	joy
406967	Я блукав туди-сюди, почуваючись як дитина на шкільній екскурсії, і дізнався речі, які мене дивували, що я ніколи раніше не знав.	surprise
49238	Я можу не обов'язково відчувати дуже сильний стрес, але можу бути.	anger
15485	Я дивлюся на людей, які живуть у моєму будинку, і відчуваю повне захоплення тим, що вони мої.	surprise
190218	Я не відчуваю страху, біжучи, козиряючи, кричачи, вперед, непокоїв мотаючи головою, поєднуючись з людьми, мою обережність розірвала вітер, ще й не усвідомивши, як дуже я хочу вибратися вгору і захопити цей дурний день.	joy
292234	Я відчував різницю між старим вірним автомобілем та новішим транспортним засобом.	joy
110401	Мені здається, що ми перебуваємо в сприйнятливому співтоваристві, і, можливо, вам сподобається зате виглянути на наші незграбні спроби.	love
357243	Я відчувся трохи розчарованим.	sadness
347951	Я почуваюся брудним, коли я погоджуюся з чимось написаним у газеті-зірці.	sadness
307592	Я почуваюся трохи перевантаженим всім святковим забавами, які надходять, немов швидкий вантажний поїзд.	surprise
292224	Я відчуваю безпеку, коли я вдома.	joy
317996	Я відчуваю такий спокій і позитив.	joy
316252	Я все ще можу вийти з цього, якщо почуватиму, що це не варте зусиль, але я все ж був дещо цікавий додати деяких друзів і таке.	surprise
17429	Я оглядаюся назад і відчуваю подив, як я переживала атмосферу і вийшла з цього як краща людина.	surprise
411100	У мене тут у університеті буде дуже дивно почуватися.	surprise
386550	Я просто хочу, щоб моя дівчинка була вдома, моя перша народжена. Наш будинок насправді не той самий без неї. Відчувається, що чогось не вистачає і він порожній.	sadness
38156	я люблю відчувати ностальгію за музикою	love
48931	Я маю на увазі вчорашнє ранку, я мав намір скористатися велосипедом, або якщо не матиму настрою, скористатися автобусом, щоб піти на полювання за чимось, на що я дуже сподівався.	anger
82043	Я почувався трохи нервовим, оскільки давно не займався вагами і не ходив у спортзал.	fear
386918	Я почуваю себе трохи сентиментально та не хочу забути, що дивоносно носити дитину.	sadness
229556	Я почуваюся, ніби не впевнений щодо цих нігтьових покривів.	fear
116365	Робити це іноді може здатися повністю самолюбним, але це надихає інших людей приймати рішення і здійснювати дії для самосповідання.	anger
407008	У мене були ті вихідні, коли я по черзі переживав із почуття "Ох, мій Боже, моє дитя найнеймовірніша і чудова річ, що сталася зі мною" однієї хвилини і "Чому ми коли-небудь хотіли мати дітей?" наступної хвилини.	surprise
390963	Я відчуваю, що я знаходжусь ззовні скляного будинку і дивлюся, як вона страждає і постійно зневажається, але я не можу нічого зробити.	sadness
98620	Я відчуваю, що прийняв роботу, яка не підходила мені.	love
292190	Я відчуваю, що став надто задоволеним у Фулертон Коледжі і просто потребував вибратися звідти.	joy
290138	Я відчував, як моя нерішуче цікава рука прогрівається від тепла його міцного стегна.	surprise
317234	Я можу бути задоволеним тим, що, навіть якщо я почуваюся неповноцінним, насправді я не такий і маю щось, що можу запропонувати тим, хто бажає цього.	sadness
178797	Я відчуваю себе як збентежене замішання.	fear
186375	Я думаю, моїй кузині Керрі сподобалась б ця зустріч взагалі. Я відчуваю, що моїй кузині Керрі зустріч сподобалась би значно більше, ніж мені.	love
12492	Я відчуваю себе дивно, називаючи їх візитками без зайнятості, отже, це контактні картки.	surprise
308668	Я почуваюся дуже-дуже ностальгічно зараз.	love
147341	Я відчуваю палку бажання поділитись посиланням з назвою "панда href http www".	love
50171	Я на вулиці і моя шкіра починає дратуватися.	anger
291870	Я посміхався, як кіт Чешір, відчуваючи себе дуже хоробрим.	joy
335126	Те, що я збирався зробити, так і має бути, і мені не треба відчувати незручності.	fear
380995	Я визнаю, що останнім часом відчуваю себе трохи пригніченим.	sadness
21561	Я міг спокійно прогулятися і не відчувати настільки сильного перевантаження від такого простого досвіду, як прогулянка по магазину.	surprise
214433	Я думаю про свою маму, яка просто не перестає говорити без упину, і мені стає дратівливо.	anger
404145	Я відчуваю легке постукування у душі своєї чоботями.	love
403930	Я просто зараз не відчуваю ту підтримку.	love
48905	Я відчуваю огиду до себе, якщо я зачіпаюся про те, наскільки багато у мене спільного з цими безобличними псевдоніми на YouTube, чия когнітивна дисонанс здається повністю затемнює їх власні схильності.	anger
33794	Я відчуваю, що намагаюся бути тим хлопцем, який проводить час з цікавим Джорджем.	surprise
292192	Часто я читаю твої думки, щоб відчути підйом настрою і впевнитися, що світ все ще повний добра.	joy
116017	Коли я дивлюся на ці дві строфи, я відчуваю дуже незадоволення.	anger
373394	Я починаю відчувати поразку і стосовно інших сфер мого життя.	sadness
344597	Я був у пастці всередині, це не виглядало настільки небезпечно.	anger
269656	Мені потрібно давати перевагу розвагам, коли я відчуваю стрес.	anger
317718	Я почуваюся така щасливим, записуючи спогади з цими двома дорогоцінними хлопчиками.	joy
343294	я почуваюся обтяженим	sadness
291620	Я великий шанувальник одягу, який є зручним, але виглядає охайно.	joy
270123	Я почуваюся злостивим.	anger
317170	Я можу сказати, що вже не відчуваю себе таким дурним.	sadness
8423	Мені здається, що він не дуже вражений цілою цією річчю.	surprise
291685	Я б просто назвав це цікавою рисою, яку вони мають — ці дивовижні заключиці у низу, які зроблять вас справжнім помпуватими, поки ви не звикнете до них.	joy
290153	Я відчуваю захват інтродукції до нового світу, заколисуючись і транспортується в іншу реальність.	surprise
33043	Мені здається, що я дуже багато нарікав у цьому повідомленні, тому ви, напевно, здивуєтеся, що я насправді мав дуже веселу ніч.	surprise
362345	Я відчуваю себе жалюгідним, і повинен визнати, навіть якщо знаю, що це неправильно, чому все постійно продовжує докладатися одне до одного?	sadness
49943	Я провів роки, почуваючись дуже розчарованим в'язанням гачком і вважав, що ніколи не зможу освоїти це, навіть зі соромом відмовившись від курсу в'язання гачком для дорослих у свої двадцять років, тому дуже захоплююче мати змогу перетворити ідею на реальність.	anger
116684	Я просто почуваюся розчарованим і занепадним у моєму тренуванні, переважно у велосипедному тренуванні, і тим, як мені здається, що я не досягаю тих результатів, куди міг би хотіти і як мені складно тренуватися самостійно.	anger
16931	Я думаю, що я можу уникнути банальних слів, оскільки мене не шокує Тосканська метрополя.	surprise
280095	Я не сумніваюся в його люблячому переконанні, я майже відчуваю теплі почуття до життя, коли чую це. Але правда залишається такою, що життя лякає мене, будь в серці доброта або ні.	love
325193	я роблю, коли відчуваю себе бунтівним	anger
344524	Я почуваюся образлено, що вилишили мене стояти тут, ніби незнайомця, і усі жителі околиці дивляться на мене, немов на переселенця.	anger
116022	Я відчуваю себе дуже жадібним та матеріалістичним, складаючи цей список, але це не означає, що я намагаюся змусити людей купувати мені речі.	anger
213945	Я відчуваю роздратування на себе самого через свою власну реакцію.	anger
281636	Я відчуваю страх і покору перед характером Бога.	surprise
352473	Я не можу прийти завжди, але за цей короткий період, коли я прийшов, вона почувається трохи краще.	joy
190129	Я живу в сприяючому та підтримуючому середовищі, де мене цінують і розуміють. У мене є відчуття належності та того, що я є цінною частиною сімейного, громадського та громадського життя. Я знаю, що ведуться дослідження, які сприяють кращому життю для мене зараз і надії на майбутнє.	joy
321896	Я не можу чесно сказати, що дуже насолоджувався самим бігом, але почувався добре і любив бути на відкритому повітрі, спостерігати зміни в підліску та на полях, вдихаючи повними грудьми свіжого повітря.	love
186210	Я почував себе досить непослушним, тому наклав макіяж, який виглядав більш сексуальним, ніж зазвичай.	love
392367	Я пам'ятав, що мені важко відчувати себе дурнем, коли мою фотографію роблять.	sadness
186320	Я завжди рада дивитися на гарний вагітний живіт, але, звичайно ж, як тільки я сама вперше зачекою, почуття кохання до вагітності та пологів зросло.	love
311552	я все ще відчуваю трохи хилиці, тому можливо, вона була хороша	surprise
332799	Можливо, я є на меншості у цьому питанні, але я почуваюся трохи занепокоєним/зтурбованим програмами, такими як Twitchboard, які хочуть думати за мене.	sadness
48977	я почуваюся незадоволений, але головним чином я втомлений і трохи придирливий через те, що так мало встиг зробити сьогодні	anger
17403	Я відчуваю шок і глибоку сум'яття через свою серйозну наміреність хотіти звільнитися, в яку я вірив, що смерть мені подарує.	surprise
96473	коли я був молодший, моя мама звичайно стригла мені волосся, і я відчувався так стидливо та оголеним	fear
213273	Я почуваюся надзвичайно збудженим зараз.	anger
345837	Я відчуваю себе дійсно затуманеним і відчуваю, наче на мені вранці лежить купа тиску і ваги.	sadness
270193	Мені здається, що водіння стає небезпечним для мене та навіть для мого сина, оскільки коли мої ноги стають онімілими, мої коліна стають слабкими, і мені доводиться витратити всю свою силу, щоб вони не зламалися зовсім.	anger
352444	Я відчуваю розслаблення на роботі і рівень мого стану тривоги здається низьким.	joy
213392	Я починаю відчувати жахливий настрій, що скоро мене будуть катувати глузуваннями республіканських друзів та родичів.	anger
177824	Я дивлюся на них і відчуваю нервовість.	fear
378802	Я дуже себе нещасливий.	sadness
97941	Я останнім часом почуваюся трохи перевантаженим.	fear
229221	Я все ще вважаю, що всі ці передбачення будуть правильними, але я почуваюся дуже невпевнено стосовно Нідерландів проти Бразилії.	fear
363648	Я почуваюся наляканим, коли ти кричиш.	fear
377568	Я відчуваю сором, коли дивлюся у дзеркало. Я відчуваю гіркоту, бачачи, ким я став.	anger
411592	Я почуваюся самотньо в своєму житті без когось, з ким я б дійсно міг поговорити і бути повністю собою, почуватися коханим і цінуваним.	sadness
25235	Я відчуваю сюрприз, коли люди розмовляють зі мною про те, як я відновлююся.	surprise
50146	Я ніколи не відчував, що він мав намір бути недобрим, я вважав ці моменти сухим почуттям гумору і, можливо, аурою стриманості, що не стимулювала мене до відкритості.	anger
178753	Я хочу вийти з цієї кар'єри, але я почуваюся дуже нерішучим.	fear
99184	Я почуваюся збудженим і результат не приємний, протилежний спокійному та мирному.	fear
20720	Я почуваюся перенавантаженим, сидячи тут і оглядаючись на минулий рік свого життя.	surprise
390974	Я відчуваю вину за те, що не маю сміливості полюбити себе.	sadness
318388	Я відчуваю стосунок до моєї улюбленої країни та те, що я думаю про справжні можливості нашого уряду у інших сферах.	joy
230868	Я іноді відчуваю параноідальні настрої й можу раптово змінити свої емоції.	fear
291627	Мені здається, що кожна пісня підходить для саундтреку до дуже сумного незалежного фільму.	joy
214349	Я намагаюся підходити до цієї речі під назвою природа, що викликає у мене трохи заздрощів.	anger
317917	Я відчуваю, що не можу втримати крок, але є ще одне приміщення галереї, що захлібує вулиці мого улюбленого Бушвіка.	joy
399970	Я сказав йому забути це, а через годину все ще злиться і відчуваю провину, а я готуюся взятися за виготовлення чизкейку, коли я знову прочитав його текст, який казав, що він може зробити це зараз.	anger
315414	Я майже почувався дуже проклятим і огидливим.	sadness
279504	Я плюскав її, отримуючи заявки з кожної з пакетиків, цього було достатньо, щоб вирішити, що мені насправді сподобався продукт. А потім прийшла ця маленька тюбик з іншим нічним кремом з троянди, і знову я його плюскаю та люблю.	love
190448	Я все ще відчуваю, що я проходжу цю подорож з певної причини і хочу, щоб вона була позитивною і щоб щось хороше з того вийшло в кінці.	joy
411721	Я почуваюся пошкодженим.	sadness
11924	Я звик використовувати дуже легкі денні креми, які дарують свіжість і заспокоєння, тому я був дуже здивований, коли спробував це вперше. ;-)	surprise
317141	Я ретельно проаналізую цей список з нею на нашому наступному занятті, оскільки я відчуваю, що багато з наших потреб бувають засоромлені в дитинстві, і часто ми навіть не відчуваємо, що воно дозволено мати ці потреби, не кажучи вже про те, щоб просити їх, не кажучи про їх визнання та підтримку у інших людей.	sadness
186260	Я також не люблю працювати у неділю, і через ці ставлення та практики відчуваю вплив моєї улюбленої бабусі-хрещениці Моллі.	love
98510	Я з ним відчуваю себе улюбленою та піклуються про мене майже як про справжнього улюбленця.	love
98581	Я відчуваю біль, коли ти виявляєш таку підтримку.	love
404147	Я не повинен бути тут, але було б добре отримати підтвердження, бо зараз я трохи малююся та не досягаю рівня хулігана.	love
291493	Я схильний вважати, що це трохи сприяло моїй середній інтелекту та допомогло мені розуміти та відчувати речі в розумний та чутливий спосіб, особливо в сфері візуального мистецтва, але я постійно відчуваю, що все це втрачається все більше й більше.	joy
177725	Я, як представник людства, відчуваю сумніви в собі і своєму потенціалі як потенційний кандидат на роль землі, так само, як це відбувається, коли дивлюся на місяць без космічного корабля чи костюма астронавта.	fear
352437	Я відчуваю, що ви можете бути впевнені, що доксициклін буде ефективним.	joy
189907	йти на концерт	joy
357282	Я почуваюся так, як відчуваю коли з'являються міра темні почуття і лякають мене до неможливості, це схоже на відкриття в дермі інфекції.	sadness
321816	Я ніколи більше не почуваю тебе у моїх обіймах, якщо я ніколи більше не відчуватиму твого ніжного поцілунку, якщо я ніколи більше не почуватиму слова "я тебе кохаю" час від часу, чи я ніколи більше не полюблю тебе знову.	love
49660	Я бачив людей, які йшли в групах, малих і великих, з сім'ями, з партнерами, з друзями, і це зробило мене відчув комусь-то жадібним.	anger
241033	Я почуваюся досить наляканим з того факту, що наразі у мене дійсно немає великого плану, але я хочу продовжити свою місію.	fear
412526	Я відчуваю справжнє ошелешення і неусвідомленість речей.	surprise
332776	Я мав поганий день і почувався дуже розчарованим.	sadness
317270	Я маю бути десь о {година} і я запізнився/запізнююся і буду там о {година}. Можливо, я почуватимусь напруженим/некомфортно увесь час.	sadness
116729	Я знаю, наскільки важко висловити своє вибачення в той момент, коли ви переживаєте сильні емоції і почуваєте, що вам зробили неправду.	anger
169267	я все ще почуваюся засмученим	fear
82925	Я все ще почуваю себе дуже потрясеним через всю цю ситуацію.	fear
292091	Я вдаюся до вирішення складного питання самостійно, і я почуваюся в захваті та здобутий успіх.	joy
336471	Я їм шоколад або морозиво, іноді обидва, коли я почуваюся нещасно і гормонально.	sadness
148620	Я хочу відчувати ту вагу слави, і жити своїм життям, присвяченим Ісусу і людям, яких Бог ставить на моєму шляху, а не відомим людям, яких я не знаю, або уявленим персонажам на екрані.	love
357158	Я знаю, як це почувати себе відокремленим і німим перед життям та болем інших людей.	sadness
25721	Я бачу його ім'я або SM Town в новинах, я відчуваю захоплення.	surprise
81936	Я вирішив не кататися на лижах або на тубі, тому що мені не хотілося цього робити і я боявся, що вода буде занадто холодною.	fear
400112	Я сказав їй, що, ймовірно, вона почуватиметься так, ненавидить мене, якби жила під моїм дахом, це було друге порушення.	anger
2740	Я відчуваю, що в кожному подиху я - самозакохана дитина сонця.	love
404051	Я вже почуваю себе таким палким, так, я йду починати кохання з книгами.	love
315858	Я пам'ятаю почуття, коли всі ми сиділи за кухонним столом здивовані його раптовою смертю і думали, чому.	surprise
228823	Я його запитав про свій шлях і відчуваю його лагідний тиск.	love
321306	Я відчуваю, що мій керівник викладача перевантажений і може мати забагато студентів.	surprise
339274	я відчуваюся щедрим, отже, ось тренування з розвіювання незручних мовчань - дуже корисна навичка.	love
279383	я відчуваю любов, коли	love
279914	Я чуваю, що мене прийняли, і хоча sip-сумісні послуги VoIP можуть використовуватися як частина телефонної інфраструктури установи на робочому столі, і навіть на мобільних телефонах, Скайп, напевно, є безпечною популярною опцією.	love
191880	Я все ще відчуваю її дихання поруч зі мною і знаю, що вона пам'ятає, як самовпевнено відчувати мить злету за вітром за п'ятами. Вона і я завойовуємо цей світ, наче буря. Приходь знову.	joy
372706	Я почуваюся дуже погано, м'яко кажучи.	sadness
339416	Я не маю наміру скаржитися, хоча у моєму житті є інші чудові аспекти, моя кар'єра сьогодні здається бути нестабільною і я почуваюся трохи збуджено через це.	fear
190160	я хочу провести півгодини, щоб відчути підтримку від Фреда МакМюррея, мені доведеться зробити це в	joy
340760	Я відчуваю лише невелику порцію вишкребка з гордості у втягненні філософа, це саме той непотріб, в якому ми відмінно володіємося.	sadness
21298	Я відчуваю, що в цих місцях я можу знайти неймовірні речі.	surprise
213748	Я почуваюся таким зловісним зараз.	anger
270163	Сьогодні я почувався дуже злобним, особливо до Майка.	anger
36959	Я відчуваю бажання до будь-якого місця, де мене справді потребують люди.	love
383262	Я відчуваю, що я вже приймав це раніше, але, напевно, правила були іншими.	love
383250	Я відчуваю себе розпусною і винною і маю враження, що він використовує мене.	love
37020	Я відчуваю поклик бути більш вірним.	love
159236	Я почуваюся дивно протягом усього тижня, оскільки мені не вдалося достатньо часто відвідувати туалет.	fear
177665	Я відчуваю тиск публікації чогось будь-що.	fear
280037	Я відчуваю сильно, що на мені лежить відповідальність сприяти цим дарам і підтримувати їх незалежно від того, які вони можуть бути.	love
179425	Я не зміг навіть пройти кілька хвилин у класі Джима, як почав почувати себе незатишно.	fear
290183	Я тільки що борюся з кількома речами у своєму житті і почуваюся зневажено моїми дітьми.	joy
411702	Відчуваю себе трохи безпомічним.	sadness
348514	Я почуваю себе дуже слабкою і сумною, я дивлюся на свій шафу взуття і бачу ці [посилання].	sadness
391008	Я не розумію, чому я почуваюся таким порожнім з натхненням, щоб написати таку нотатку в цьому блозі.	sadness
357198	Я можу сидіти в ліжку і не почувати себе погано через це, в певному сенсі.	sadness
293171	Я відчуваю враження від спокою та краси погляду.	surprise
282745	Я вирішую називати друзів, мені здається, що це просто дивно.	surprise
360033	Також я мав намір брати уроки їзди на мотоциклі, але знову відчуваю невпевненість.	fear
83927	Я супроводжував родича на велосипеді.	fear
292287	Мені здається, що твоя подружка, можливо, не дуже схвалює цю ідею.	joy
359806	Я думаю, що частиною цього є те, що коли ви роздягаєтесь, ви не можете приховати свої почуття, ви почуваєтесь вразливими за кулісами, коли він вас оглядає. Це трохи схоже на іспит, і ви просто випадково щось вимовляєте без роздуму, тому що ви так нервуєтеся.	fear
49122	Я почуваюся майже занадто гордо, що я можу це зробити, але більшість з моїх друзів не можуть.	anger
159115	Я починала почувати трохи неспокійно про те, як я зможу отримати ці два долари.	fear
411462	Я відчуваюся, немовби я дефектний.	sadness
317636	Маючи на увазі, що моя здатність зосереджуватися на читанні і на речах, які мені нецікаві, насправді дуже короткочасна, я навіть відчуваю себе дуже гордим тим, як далеко я продовжую розвиватися.	joy
377594	Я відчуваю огиду, здивування і найважливіше гнів від того, що я бачу.	anger
325482	Я перестаю почувати заздрість до свого брата.	anger
38542	Я співчуваю певній справі або історії, але дивуюся, що можу зробити, щоб зробити різницю.	love
356293	я не почувався нещасливим	sadness
344284	Я відчуваю себе бунтарськи. У мене є маленька сирна шматка, оскільки вони дуже-дуже смачні.	anger
363362	Здається, я переборюю це, але це не означає, що я все ще не відчуваю невпевненість та нервозність, коли говорю про необхідність у вільному часі для себе або про виїзд на вечірку з дівчатами, якщо я сумніваюся, чи справді заслуговую на це.	fear
352531	Я люблю курс і як зрілий студент дуже ціную можливість вивчати нові навички і розвиватися креативно.	joy
308774	Я почуваюся більш з викривачами на допомогу, ніж з християнами, які, мовляв, такі милинькі.	love
317246	Я надто старався, щоб схуднути і покращити свою фізичну форму і мені йшло добре, але мені просто здається, що незалежно від того, скільки я схудну, вона буде розчарована.	sadness
116893	Я не впевнений, з чого це почалось, але в один момент я почувався дуже злющим, що також змушувало мене почувати себе погано, тому що я думаю, що я був трохи гострим з тобою.	anger
269365	Я перебував у обох ситуаціях - заздрив життю та дому моїх колег-блогерів, а також отримуючи повідомлення від читачів, які мають єдину думку щодо мого припущеного почуття єдності.	anger
213154	Я почув себе трохи роздратованим.	anger
213572	Я відчуваю наштовхування насильної гніву знову виходить на поверхню.	anger
157955	Мені залишається почуватись безпомічним і нічого не можу зробити.	fear
49989	Я ненавиджу чоловіків, але також відчуваюся обманутою. Не впевнена, чи я дійсно ненавиджу чоловіків, але також відчуваюся обманутою. Завжди, з тих пір, як я себе пам'ятаю, мене постійно сміються надо мною.	anger
344393	Я майже відчуваю, що всі ненависні речі, які були між нами, насправді ніколи не відбувалися.	anger
291375	Я не почувався добре, коли робив свій макіяж, тому точно не знаю, що викликало той нещасний випадок, але найбільш ймовірною причиною є аварія.	joy
213467	Я не впевнений, що знаю когось, хто насолоджується почуттям гіркоти самотно та ревнощів.	anger
190225	Я хочу, щоб вони почували себе розваженими і сміялися, коли думають про мене.	joy
240801	Сподіваюся, що вона не занадто хвилюється через це.	fear
178825	Одного дня я був зайнятий мріями під час прогулянки і раптово почув звук автомобіля, який гальмував за моєю спиною. Я прокинувся з-поміж своїх мрій, і він майже зіткнувся зі мною.	fear
190334	Я відчуваю таке задоволення в приєднанні до цього табору.	joy
99013	Я такий особистісний і, хоча я не буду говорити про щось занадто особисте, я відчуваю тривогу, пишучи це.	fear
292270	Я відчуваю оптимізм, що вони можуть працювати добре.	joy
297732	Я шифрую почуття, які я відчуваю на цих сторінках, в цій дивній мові, яка все ще уникає спіймання в тій глибині, що жодна клішова сонячна доріжка не зможе відтворити розкриваючийся шлях при кожному випадку.	surprise
363450	Я сам був трохи засмучений, коли побачив, що однорічна річ несе таке велике навантаження і дає таку погану справу.	sadness
363402	Я почуваюся засмученим через крикет.	sadness
383149	Я буду писати знову про радісні речі, але сьогодні так само я, як і у попередньому повідомленні, почуваюся переповненим.	fear
213586	Я мушив повести її додому, тому вона була дуже обурена, тому що їй вже насичено всього цього негативу, і вона почувається такою ненависною.	anger
344198	Я відчуваю дуже багато стресу від усього і віддав би перевагу тихому відпочинку.	anger
8667	Я повернувся до того, щоб їсти переважно так, як їли мої предки з центральної частини США: яйця на сніданок, бейгл розділені пополам з боку та курка з сиром у салаті на обід, курятина з пригорною порцією овочів на вечерю. Я почуваюся чудово.	surprise
269331	Я ненавиджу бачити, як люди ненавидять один одного, і як і будь-хто інший, я не можу переносити почуття ненависті.	anger
115721	Я розмовляю або про що ми говоримо найменше слово може викликати у мене подразнення до такої міри, що безпричинно викликає внутрішній гнів.	anger
322854	Я відчуваю тиск лише їсти палео, бути вірним іншим прихильникам палео, майже не спілкуючись з непалео-прихильниками.	love
378453	Я почуваюся, як жалюгідна тягнучка потребуюча особа, яка постійно потребує завждишньої підтримки від своїх друзів.	sadness
279563	Я просто не відчуваю запалу до цього напрямку досліджень більше.	love
347925	Я спитав, чи вона почуває себе самотньою.	sadness
277146	Я відчував ностальгію, слухаючи старі національні пісні до пізньої ночі.	love
292064	Я припускаю, що місце почне ставати гучнішим і шумнішим, але ми пішли додому, не почуваючись ні як зручні особи.	joy
404981	У мене настала одна з тих днів, коли я повністю виснажений, не можу думати чітко і відчуваю, що переповнений, навіть якщо знаю, що зможу впоратись з усім, як тільки прокинуся.	surprise
148324	Я відчуваюся настільки неймовірно благословлений мати цю можливість.	love
344237	Я навіть не планував писати про це у своєму блозі, оскільки мені хотілося відпочити і я почував трохи стресу щодо майбутньої великої презентації на завтра.	anger
409565	Я почуваюся трохи дивно, якщо у мене немає одного, і завжди у мене є секретний запас десь	surprise
362941	Я на початковій лінії, зазвичай відчуваю збудження, можливо від нервів, а також трохи голодний. Залежно від довжини змагання, відчуваю, що мені потрібно більше енергії.	fear
363505	Я можу відкрито розмовляти з ним про всі думки та почуття, які відбуваються в мені, навіть якщо деякі з них безпосередньо гнилі.	sadness
229260	я почуваюся пригнічений про це	fear
16646	Я почуваюся трохи дивно ха-ха-ха	surprise
37135	Я не витрачав би час на секс з будь-якою людиною, але секс як фізичний вираз любові до мого улюбленого був би чудовим.	love
37680	Я проскочив до дверей, почуваючись як смердючий школяр, що викрадає яблука чи щось подібне.	love
340780	я не чоловік або жінка повністю, але я відчуваю, що моє емоційне, розумове і духовне Я є жіночим, хоча знаходиться в цьому житті у нетиповому чоловічому тілі, яке світ бачить і визначає як чоловіче.	sadness
190488	Часто я задаю собі питання, що я хочу отримати від того, що я підтримую права тварин, можливо, бути правильним, можливо, почуватися вищим за інших.	joy
